xsec:
0,1.0832e-40
1,1.23737e-40
2,1.29462e-40
3,1.5621e-40
4,1.53134e-40
5,4.75068e-41
6,7.22089e-41
7,1.47324e-40
8,5.53737e-41
9,7.78001e-41
10,3.71526e-41
11,3.55145e-41
12,4.41703e-41
13,5.83991e-41
14,2.45816e-41
15,3.19202e-41
16,3.16119e-41
17,1.32675e-41
18,2.94399e-41
cov:
0.132203,0.0709835,0.0528816,0.0546819,0.0535289,0.0154913,0.0229657,0.0216659,0.0365462,0.0327601,0.0199354,0.0187315,0.0275242,0.0314816,0.0244822,0.0170741,0.0262556,0.0323553,0.0241564,
0.0709836,0.1611,0.0661511,0.0559518,0.0526128,0.0141294,0.0198872,0.0268535,0.0338422,0.0385684,0.0216088,0.0207142,0.0422415,0.0284884,0.0410548,0.0165316,0.0239733,0.0319545,0.0194029,
0.0528816,0.0661512,0.117407,0.04388,0.0581626,-0.000810645,0.0261781,0.0266039,0.044089,0.0341856,0.0279185,0.00943281,0.0508094,0.0166725,0.0316371,0.0214287,0.0267936,0.0327831,0.0174667,
0.0546818,0.0559523,0.04388,0.10342,0.0391268,0.0175212,0.00857199,0.0260096,0.0380354,0.0273291,0.0201943,0.00810912,0.0312614,0.0295986,0.0349199,0.0254118,0.0180356,0.0261842,0.023959,
0.0535292,0.0526128,0.0581628,0.0391271,0.0845255,0.0149838,0.0211911,0.0140516,0.0338331,0.0329717,0.0249155,0.0150017,0.0446462,0.0192321,0.0152027,0.0179174,0.0193091,0.0304032,0.0162573,
0.0154909,0.0141296,-0.000810856,0.0175209,0.0149838,0.112262,0.00395638,0.0163078,-0.0077313,0.0324218,0.018759,0.0235944,0.0146259,0.0198674,0.0144543,0.0161306,0.0135654,0.0220569,0.0173252,
0.0229658,0.0198868,0.0261779,0.0085717,0.0211908,0.00395611,0.0894458,0.0206054,0.0129726,-0.00638348,0.0142477,0.0131602,0.0301061,0.0208175,0.0131228,0.00778787,0.0149817,0.0266221,0.0199467,
0.0216658,0.0268532,0.026604,0.0260095,0.0140518,0.0163077,0.0206051,0.0845459,0.0237938,0.0299974,0.00527939,0.0274386,0.0258175,0.0210451,0.0220434,0.0213498,0.015813,0.0165278,0.0165119,
0.0365465,0.0338431,0.0440893,0.0380351,0.0338334,-0.00773119,0.0129722,0.0237938,0.184205,0.0144012,0.0156839,0.00497051,0.0268768,0.0301645,0.0308983,0.0246988,0.0043261,0.0341999,0.0153397,
0.0327595,0.0385685,0.0341856,0.027329,0.0329716,0.0324226,-0.00638336,0.0299968,0.0144009,0.16173,0.0137131,0.0370577,0.00935011,0.0385847,0.0173904,0.0235563,0.0199033,0.0360055,0.0250887,
0.0199354,0.0216086,0.027918,0.0201945,0.0249152,0.0187589,0.0142472,0.00527926,0.0156826,0.0137129,0.0669386,0.0121847,0.028645,0.00832544,0.0150527,0.0163746,0.0146159,0.0246055,0.0118145,
0.0187312,0.0207141,0.00943243,0.00810936,0.0150014,0.023594,0.01316,0.0274392,0.00497008,0.037058,0.0121863,0.198122,-0.0176155,0.0356129,0.00859937,0.0184526,0.0107358,0.0319769,0.0355045,
0.0275242,0.0422414,0.0508101,0.0312607,0.044646,0.0146264,0.0301045,0.0258178,0.0268768,0.00935041,0.0286442,-0.0176163,0.239173,0.00774889,0.00683018,0.0134743,0.0276046,0.0224324,0.0216282,
0.0314816,0.0284882,0.016672,0.0295988,0.0192319,0.0198668,0.0208174,0.021045,0.0301634,0.0385844,0.00832497,0.0356133,0.00774865,0.103463,0.0259349,0.0143092,0.00814453,0.0325546,0.0259684,
0.0244828,0.0410541,0.031636,0.0349198,0.0152025,0.0144548,0.0131224,0.022044,0.0308987,0.0173885,0.0150531,0.00859907,0.00683116,0.0259354,0.189889,0.00509307,0.0176987,0.0170601,0.0290228,
0.0170751,0.0165314,0.0214283,0.0254121,0.0179177,0.0161297,0.00778668,0.02135,0.024698,0.0235561,0.0163744,0.018453,0.0134745,0.014311,0.00509449,0.158392,0.00654982,0.0119801,0.0216436,
0.0262546,0.0239731,0.0267936,0.0180363,0.0193093,0.0135652,0.014981,0.0158121,0.00432578,0.0199044,0.0146164,0.0107368,0.0276048,0.00814457,0.0176971,0.00654935,0.0805328,0.0157934,-0.00021955,
0.0323549,0.0319554,0.032782,0.026183,0.0304059,0.0220585,0.0266226,0.0165281,0.0342001,0.0360063,0.0246075,0.0319765,0.0224335,0.0325554,0.0170615,0.0119814,0.0157946,0.191601,0.0283241,
0.0241565,0.0194031,0.0174674,0.0239584,0.0162574,0.0173242,0.0199462,0.0165119,0.0153396,0.0250882,0.0118141,0.0355047,0.0216284,0.0259686,0.0290225,0.0216436,-0.000219868,0.0283238,0.0805516,
