xsec:
0,1.02529e-40
1,1.14408e-40
2,1.19018e-40
3,1.45161e-40
4,1.44566e-40
5,5.29046e-41
6,7.4458e-41
7,1.34584e-40
8,5.0294e-41
9,6.90728e-41
10,4.01822e-41
11,3.38203e-41
12,4.30997e-41
13,5.24646e-41
14,2.5086e-41
15,3.14129e-41
16,3.18249e-41
17,1.22403e-41
18,2.78144e-41
cov:
0.0966343,0.044941,0.0384042,0.0376712,0.0348519,0.0155789,0.0209814,0.0156724,0.0245152,0.0222374,0.0171469,0.0162498,0.0221125,0.0224533,0.0185521,0.0146935,0.0221002,0.0211631,0.0192292,
0.044941,0.110818,0.0418607,0.0396241,0.0319311,0.0150013,0.0168175,0.0181832,0.0208549,0.0237833,0.0178753,0.0157817,0.0318434,0.0184135,0.0293623,0.0150156,0.0189985,0.0188114,0.0144097,
0.0384043,0.0418608,0.0866412,0.0310733,0.0397292,0.00913327,0.0216808,0.0191491,0.0267196,0.0233839,0.0235549,0.00930485,0.037132,0.010981,0.021864,0.0197638,0.0216296,0.0219013,0.0141187,
0.0376715,0.0396241,0.0310735,0.0788998,0.0264157,0.017239,0.0126848,0.0184864,0.0262048,0.0169633,0.0177643,0.00811414,0.0237489,0.0213508,0.0254219,0.0217579,0.0156323,0.0184296,0.0190028,
0.0348517,0.0319308,0.0397292,0.0264157,0.0620657,0.0164433,0.0181865,0.0115151,0.0220416,0.022256,0.0205188,0.0129006,0.0336119,0.0132165,0.0104755,0.0165422,0.0156215,0.0199791,0.0125929,
0.0155792,0.0150018,0.00913324,0.0172393,0.0164435,0.0874349,0.00907937,0.0151963,0.0109588,0.0243503,0.0199934,0.0180541,0.0194947,0.0169934,0.0152906,0.0164611,0.0145686,0.0192075,0.0163913,
0.0209818,0.016818,0.0216811,0.0126846,0.0181867,0.0090793,0.0716376,0.0174716,0.0094282,0.00458913,0.0137867,0.0108575,0.0214548,0.0177361,0.0124862,0.00999085,0.0142376,0.0200764,0.017862,
0.0156725,0.0181833,0.019149,0.0184863,0.0115154,0.0151964,0.017472,0.0637746,0.0155124,0.0198252,0.00821892,0.0197547,0.0210662,0.012732,0.0165987,0.0172696,0.0136534,0.01064,0.0126236,
0.0245158,0.0208548,0.0267199,0.0262044,0.0220412,0.0109576,0.00942891,0.0155117,0.122159,0.012908,0.0143731,0.0207868,0.015133,0.0214721,0.0203839,0.0198396,0.00541896,0.0238437,0.0115854,
0.0222378,0.0237833,0.0233842,0.0169637,0.022257,0.02435,0.00458935,0.0198252,0.0129081,0.108853,0.0139613,0.0239534,0.0265489,0.0244494,0.0126736,0.0170118,0.017399,0.0241975,0.0199176,
0.0171474,0.0178754,0.0235548,0.0177646,0.0205185,0.0199927,0.0137866,0.00821857,0.0143728,0.0139612,0.057707,0.0125225,0.0233126,0.0108391,0.0141948,0.0166466,0.0135904,0.0206153,0.0118367,
0.0162498,0.0157825,0.00930478,0.00811414,0.0129006,0.0180536,0.0108572,0.0197553,0.0207868,0.0239536,0.0125222,0.137858,-0.00233678,0.0246761,0.027184,0.0122235,0.0106242,0.0218334,0.027451,
0.022112,0.0318437,0.0371326,0.0237494,0.0336125,0.0194946,0.0214545,0.0210671,0.0151332,0.0265484,0.0233126,-0.0023354,0.157966,0.0106905,0.0051018,0.0291492,0.0223569,0.0172476,0.0201253,
0.0224528,0.0184137,0.0109805,0.0213505,0.0132171,0.0169937,0.0177364,0.0127317,0.0214718,0.0244484,0.0108391,0.0246776,0.0106902,0.0779325,0.0197116,0.0110565,0.0121142,0.0209193,0.0187251,
0.0185528,0.0293631,0.0218639,0.0254228,0.0104748,0.0152909,0.0124856,0.0165981,0.0203841,0.0126734,0.0141947,0.0271828,0.00510201,0.0197115,0.132312,0.00754505,0.0154839,0.0117765,0.0250748,
0.0146935,0.0150158,0.0197634,0.0217569,0.0165424,0.016462,0.00999209,0.0172699,0.0198399,0.0170128,0.0166463,0.0122233,0.0291486,0.011058,0.00754329,0.120065,0.00958368,0.0272435,0.0181357,
0.0221009,0.0189972,0.02163,0.0156327,0.0156232,0.0145687,0.0142378,0.0136539,0.00541856,0.0173982,0.0135913,0.0106241,0.022356,0.0121154,0.0154835,0.00958457,0.0669213,0.0128729,0.00561124,
0.0211641,0.0188108,0.0219035,0.0184279,0.0199808,0.019208,0.0200758,0.0106389,0.0238434,0.0241998,0.0206128,0.0218307,0.0172484,0.0209161,0.0117733,0.0272449,0.0128737,0.131449,0.0211452,
0.0192267,0.0144101,0.0141206,0.0190019,0.0125941,0.0163902,0.0178637,0.0126237,0.011585,0.0199181,0.0118379,0.027449,0.0201254,0.0187268,0.0250733,0.018134,0.00560951,0.0211448,0.0665202,
